,Website,Email,Contact
90,,,tel:(360) 571-8755
91,,,tel:(360) 256-3878
92,,,tel:(360) 256-3878
93,http://hearthwoodvets.com,,tel:(360) 892-1440
94,http://hearthwoodvets.com,,tel:(360) 892-1440
95,,,tel:(360) 984-6718
96,,staff@mtviewvet.com,tel:(360) 574-7290
97,http://riverview-animal-hospital.com,rvahospital1@gmail.com,tel:(360) 256-4147
98,http://www.stfrancis24hr.com,stfrancisanimalhospital@hotmail.com,tel:(360) 253-5446
99,http://www.salmoncreekvets.com,salmoncreekvet@gmail.com,tel:(360) 574-0833
100,http://columbiavetcenter.com,receptionist@columbiavetcenter.com,tel:(360) 694-9514
101,http://www.animalmedicalvan.com,anmed@pacifier.com,tel:(360) 573-8838
102,,cpcsalmoncreek@comcast.net,tel:(360) 546-0055
103,https://www.thrivepetcare.com/locations/washington/vancouver/three-creeks-veterinary-clinic,lzborowski@comcast.net,tel:(360) 546-0055
104,http://www.felinemedicalclinic.com,felinemedical@gmail.com,tel:(360) 892-0224
105,http://www.foreverpetdental.com,info@foreverpetdental.com,tel:(360) 859-3790
106,https://wellhavenpethealthhd.com,,tel:(360) 719-1109
107,https://www.medvet.com/location/vancouver,info.vancouver@medvet.com,tel:(360) 839-2704
108,https://clinics.vetiqpetcare.com/vetiq-petcare-a3aff3738339,,tel:(360) 450-4575
109,https://thrivepetcare.com/locations/washington/vancouver/crestwood-court-veterinary-clinic,companionpetclinic@gmail.com,tel:(360) 254-8811
110,https://heartinhomevet.com,info@heartinhomevet.com,tel:(360) 984-0593
111,,,tel:(360) 696-2529
112,,,tel:(360) 247-3626
113,http://www.mtviewvet.com,,tel:(360) 574-7290
114,,,tel:(360) 882-3297
115,,nora4assistance@yahoo.com,tel:(503) 957-5105
116,,,tel:(360) 735-8971
117,http://www.animalmedicalvan.com,,tel:(360) 573-8838
118,,,tel:(360) 574-2281
119,https://www.columbiarivervet.com/site/home,,tel:(360) 213-1276
120,,,tel:(360) 574-1404
121,,,tel:(360) 253-4241
122,,,tel:(360) 828-3984
123,,,tel:(360) 944-4489
124,,,tel:(360) 750-6633
125,https://www.kentonanimalhospital.com,contact@KentonAnimalHospital.com,tel:(503) 951-6256
126,http://www.haydenmeadowspetclinic.com,hmpet@aol.com,tel:(503) 286-9155
127,,,tel:(503) 285-7661
128,http://www.nwvetacupuncture.com,,tel:(360) 666-9501
129,http://www.facebook.com/pages/Pawsitive-Thinkers-Lombard-Animal-Hospital/166382613283,wecare@lombardanimalhospital.com,tel:(503) 285-2337
130,,info@hopeveterinarycare.com,tel:(503) 481-1452
131,https://peninsulapet.net,,tel:(503) 285-7661
132,http://lombardanimalhospital.com,,tel:(503) 285-2337
133,https://www.serenityveterinarycarewa.com,serenityvet.mgt@gmail.com,tel:(360) 779-1672
134,http://www.broadwayvetpdx.com,broadwayvet@gmail.com,tel:(503) 828-9501
135,http://www.dovelewis.org,contact@dovelewis.org,tel:(503) 228-7281
136,http://www.banfield.com/about-us/contact-us,hospital0169@banfield.net,tel:(888) 868-4026
137,https://vcahospitals.com/north-portland/first-exam-offer?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,vetcare@northportlandvet.com,tel:(503) 610-6340
138,http://argaycatclinic.com,argaycatclinic@yahoo.com,tel:(503) 253-7214
139,http://www.petsam.com,julie.petrescue@gmail.com,tel:(503) 200-2530
140,https://vcahospitals.com/laurelhurst/first-exam-offer?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,lvhvet@aol.com,tel:(971) 300-4670
141,https://www.banfield.com/locations/veterinarians/or/portland/ban?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 254-7349
142,http://www.banfield.com/veterinarians/or/portland/upt?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,OM5017@banfield.net,tel:(503) 227-3719
143,http://www.banfield.com/veterinarians/or/portland/pbl?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 234-6017
144,https://www.heartfeltvet.com,info@heartfeltvet.com,tel:(503) 765-1210
145,,,tel:(503) 446-2450
146,,pennyholmgren@aol.com,tel:(503) 257-5757
147,,,tel:(360) 571-9038
148,http://www.ahapdx.com,,tel:(503) 719-4088
149,,,tel:(503) 206-6033
150,http://www.hoodtocoastequine.typepad.com,,tel:(503) 841-6566
151,http://eastportlandvetclinic.vetsourcecms.com,,tel:(503) 253-7977
152,http://www.buckmanvet.com,,tel:(503) 205-1480
153,http://www.fremontvet.com,godsltlcreatures@aol.com,tel:(503) 282-0991
154,http://www.overlookvet.com,info@overlookvet.com,tel:(503) 283-0753
155,http://www.banfield.com/veterinarians/or/portland/ivt?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 284-6505
156,http://www.portlandanimalclinic.com,portlandanimalclinic@gmail.com,tel:(503) 228-5256
157,http://www.companionpetclinicneportland.com,info@cpcnepdx.com,tel:(503) 546-1044
158,http://www.myadental.com,support@evetsites.com,tel:(503) 289-4996
159,http://www.pearlanimalhospital.com,ask_us@pearlanimalhospital.com,tel:(503) 954-3393
160,http://nwneighborhoodvet.com,info@nwneighborhoodvet.com,tel:(503) 227-6047
161,https://www.petsam.com/?y_source=1_MTE2Njg3NzctNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,information@petsam.com,tel:(503) 233-5001
162,,drholgren@parkroseveterinaryclinic.com,tel:(503) 252-9069
163,,info@animalwellnessvet.com,tel:(503) 546-1044
164,,,tel:(503) 233-5001
165,http://www.sunstonevets.com,Clientcare@sunstonevets.com,tel:(503) 505-7255
166,https://ivet360.com,info@ivet360.com,tel:(503) 765-6360
167,http://www.companionpetclinics.com/home.html,cpcsj@hotmail.com,tel:(503) 285-4908
168,http://www.tworiversvet.com,info@tworiversvet.com,tel:(503) 280-2000
169,http://www.irvingtonveterinary.com,,tel:(503) 953-8078
170,http://www.albertaveterinarycare.com,customerservice@albertavetcare.com,tel:(503) 206-7700
171,,,
172,http://fremontvet.com,,tel:(503) 282-0991
173,,,tel:(503) 408-6000
174,http://www.vetcoclinics.com,,tel:(503) 227-0755
175,http://www.vetcoclinics.com,,tel:(503) 231-2466
176,,,tel:(503) 289-4996
177,http://fremontvet.com,,tel:(503) 282-0991
178,http://fremontvet.com,,tel:(503) 282-0991
179,,,tel:(503) 234-9229
180,,,
181,http://www.holistichousecallvetservice.weebly.com,hoberglisa33@gmail.com,tel:(503) 239-5670
182,https://www.preventivevet.com,connect@preventivevet.com,tel:(503) 208-7838
183,http://www.preventivevet.com,,tel:(971) 544-7171
184,http://eastportlandvetclinic.vetsourcecms.com,,tel:(503) 253-7977
185,,,tel:(503) 233-5001
186,,,tel:(503) 233-5001
187,https://www.pawteam.org,info@pawteam.org,tel:(503) 206-6033
188,http://www.portlandanimalclinic.com,portlandanimalclinic@gmail.com,tel:(503) 228-5256
189,http://overlookvet.com,,tel:(503) 283-8084
190,http://www.drlorigibson.com,,tel:(503) 880-1172
191,https://www.animalprofiling.com/contact-us,marketing@animalprofiling.com,tel:(503) 247-8066
192,https://thevets.com/our-locations/oregon/portland,support@thevets.com,tel:(844) 722-8387
193,http://mygermanshepherd.org,,tel:(503) 914-6317
194,https://pdxheartandsoul.com,pdxheartandsoul@gmail.com,tel:(503) 749-9400
195,,,tel:(503) 893-9738
196,http://www.idexx.com,,tel:(503) 255-1820
197,http://fremontvet.com,,tel:(503) 282-0991
198,http://www.feralcats.com,,tel:(503) 797-2606
199,http://lvhvet.com,staff@lvhvet.com,tel:(503) 233-5222
200,http://holistichousecallvetservice.weebly.com,hoberglisa33@gmail.com,tel:(503) 239-5670
201,,,tel:(503) 823-0800
202,,,tel:(503) 781-7278
203,http://www.swanimalhospital.net,burgess@swanimalhospital.net,tel:(503) 643-2137
204,http://amaziavet.com,amaziavet@yahoo.com,tel:(360) 892-7524
205,,dp4k9@aol.com,tel:(503) 255-0261
206,http://www.banfield.com/veterinarians/or/portland/who?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 203-0018
207,http://www.northcountyvets.com,,tel:(360) 887-1838
208,http://portlandpetclinic.com,wildwoodvet@comcast.net,tel:(503) 665-1126
209,https://bethanyfamilypetclinic.com/?y_source=1_MjYzMzI5MTgtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,smile@bethanydental.com,tel:(503) 614-9061
210,https://vcahospitals.com/rock-creek-or/first-exam-offer?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,rcvh@aol.com,tel:(503) 925-6399
211,https://vcahospitals.com/southeast-portland/services?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,,tel:(503) 610-6974
212,http://www.beavertonpetclinic.com,clientservices@beavertonpetclinic.com,tel:(503) 646-6101
213,https://vcahospitals.com/battle-ground/first-exam-offer?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,,tel:(360) 975-7239
214,https://vcahospitals.com/woodstock/first-exam-offer?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,,tel:(503) 902-6115
215,https://vcahospitals.com/raleigh-hills/first-exam-offer?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,,tel:(503) 902-6289
216,http://www.banfield.com/veterinarians/or/beaverton/bea?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 644-1100
217,http://www.banfield.com/veterinarians/or/portland/tim?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 469-0415
218,http://www.banfield.com/veterinarians/or/portland/aaf?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 963-9644
219,,,tel:(503) 643-4841
220,http://www.banfield.com/veterinarians/or/hillsboro/hls?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 466-2000
221,,,tel:(503) 291-1717
222,https://bluedoorvet.com,info@bluedoorvet.com,tel:(503) 819-8040
223,,,tel:(503) 646-6101
224,http://www.gabrielparkvet.com,,tel:(503) 245-7275
225,https://www.facebook.com/pages/Manifestation-PDX/397165533725536,,tel:(503) 841-6572
226,http://www.sunsetanimal.com,sunsetani1@msn.com,tel:(503) 690-8249
227,,,tel:(503) 291-7400
228,http://www.laurelwoodvets.com,info@laurelwoodvets.com,tel:(503) 203-8945
229,https://oregonexpertvets.com,,tel:(503) 477-7122
230,,,tel:(503) 244-0141
231,,,tel:(971) 300-4353
232,https://wildwoodvetclinic.com,,tel:(503) 477-4757
233,http://www.bfvmc.com,,tel:(503) 892-6387
234,,,tel:(503) 208-9673
235,,CH04@roddapaint.com,tel:(503) 292-0149
236,,contact@vistapethospital.net,tel:(503) 305-4305
237,http://sunsetanimalclinic.com,F.Labavitch@sunsetanimalclinic.com,tel:(503) 629-5580
238,,,tel:(503) 928-8764
239,,,tel:(503) 292-6631
240,,,tel:(503) 643-4721
241,,,tel:(503) 928-7354
242,,,tel:(503) 648-1885
243,,,tel:(503) 654-8511
244,,,tel:(503) 244-0141
245,http://www.goosehollowvet.com,,tel:(503) 222-1254
246,,,tel:(503) 222-2796
247,http://ovshosp.com,,tel:(503) 292-3001
248,,,tel:(503) 442-4264
249,http://www.accentoncats.com,metaldudes.cats.book@live.com,tel:(503) 643-7104
250,http://www.banfield.net,,tel:(937) 293-8060
251,,,tel:(503) 291-9832
252,http://www.banfield.com/veterinarians/or/portland/bge?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 246-4091
253,https://www.banfield.com/locations/veterinarians/or/hillsboro/aet,OM2051@banfield.net,tel:(503) 483-2386
254,,,tel:(503) 892-6452
255,http://www.ridgefieldequine.com,info@ridgefieldequine.com,tel:(360) 887-8979
256,http://www.banfield.com/veterinarians/or/portland/gss?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 254-6174
257,http://www.aldercreekvet.com,info@aldercreekvet.com,tel:(360) 687-3141
258,https://animaleyedoctor.weebly.com,,tel:(503) 641-7777
259,http://www.cedarmillvet.com,drbailey@cedarmillvet.com,tel:(503) 644-3101
260,https://www.forestheightsvet.com,,tel:(503) 291-1757
261,http://www.townncountryvet.com,townandcountryanimal@yahoo.com,tel:(503) 761-2330
262,http://www.localvets.com/p/citygrid2/sunset-animal-clinic-portland-oregon.html,sunset@sunsetanimal.com,tel:(503) 629-5580
263,,vphospital@qwestoffice.net,tel:(503) 297-2218
264,,,tel:(503) 253-9292
265,http://www.burlingamevet.com,burlingamevet@gmail.com,tel:(503) 977-2637
266,,,tel:(503) 643-4721
267,http://www.laurelwoodvets.com,janeambrose@comcast.net,tel:(503) 203-8945
268,http://www.backontrackvetrehab.com,backontrackvetrehab@yahoo.com,tel:(503) 546-8995
269,http://www.dogsdigit.net,FrontDesk@dogsdigit.net,tel:(503) 236-8222
270,http://www.powellvet.com,pbvc@powellvet.com,tel:(503) 236-1834
271,https://rosecityvet.com,info@rosecityvet.com,tel:(503) 232-3105
272,https://hillsdalevet.com/?y_source=1_MzAwMjE5OTMtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,info@hillsdalevet.com,tel:(503) 246-4660
273,https://pet-home-acupuncture-gresham.weebly.com,athomeatpeace@gmail.com,tel:(503) 405-9707
274,http://www.mttaborvetcare.com,lwilliams@mttaborvetcare.com,tel:(503) 200-5555
275,http://www.hawthornevet.com,,tel:(503) 233-2332
276,http://www.citypetsvet.net,info@citypetsvet.net,tel:(503) 206-4163
277,http://westhillsanimalclinic.com,brianbarteldvm@comcast.net,tel:(503) 246-3321
278,https://www.thrivepetcare.com/locations/oregon/portland/powell-veterinary-center-westmoreland,pv.pvctechnician@pathwayvets.com,tel:(971) 279-2681
279,http://www.catanddogvet.com,info@portlandcats.com,tel:(503) 235-7005
280,http://animaldermatologypdx.com,,tel:(503) 297-2225
281,http://ovshosp.com,info@ovshosp.com,tel:(503) 292-3001
282,http://www.summitanimalhospital.com,staff@summitanimalhospital.com,tel:(360) 834-6640
283,http://vcahospitals.com,,tel:(503) 645-4458
284,https://tanasbourneveter.com/contact,,tel:(503) 629-5800
285,,,tel:(360) 309-4951
286,http://www.vivapetcare.com/pharmacy.html,info@vivapetcare.com,tel:(503) 206-7865
287,,,tel:(503) 253-2142
288,http://www.portlandvma.org,pvma@portlandvma.org,tel:(971) 271-8444
289,http://www.animaldermatology.com,,tel:(503) 297-2225
290,http://www.vikingveterinarycare.com,info@vikingveterinarycare.com,tel:(971) 371-4024
291,http://www.vetcoclinics.com,,tel:(503) 236-3070
292,http://www.vetcoclinics.com,,tel:(503) 297-4184
293,http://www.vetcoclinics.com,,tel:(503) 761-0553
294,http://www.vetcoclinics.com,,tel:(503) 614-8070
295,http://www.vetcoclinics.com,,tel:(503) 644-6558
296,,,tel:(360) 892-7524
297,http://www.aldercreekvet.com,,tel:(360) 666-7266
298,,,tel:(503) 253-9292
299,,,tel:(503) 292-0931
300,,,tel:(503) 292-0931
301,,,tel:(503) 292-0464
302,,,tel:(503) 246-3321
303,,,tel:(503) 761-2330
304,http://portlandpetclinic.com,,tel:(503) 665-1126
305,,,tel:(503) 292-1344
306,,,tel:(971) 244-4230
307,http://www.laurelwoodvets.com,,tel:(971) 244-4230
308,https://www.ovshosp.com,,tel:(503) 292-3001
309,,,tel:(503) 292-3001
310,http://www.animalallergyandearclinic.com,,tel:(503) 574-4150
311,,,tel:(503) 646-6101
312,,,tel:(503) 646-6101
313,https://bluepearlvet.com/hospital/southwest-portland-or/?utm_source=semrush&utm_medium=organic&utm_campaign=online_listings,asimpson@vscpdx.com,tel:(503) 292-0931
314,http://www.dexknows.com/rd?dku=,office@morelandvet.com,tel:(503) 239-9972
315,http://www.cpcaloha.com,hospitalmanager@cpcaloha.com,tel:(503) 690-1939
316,http://www.bestcarevet.com,bestcarevet@frontier.com,tel:(503) 533-2323
317,http://www.mtscottanimalclinic.com,mtscottanimalclinic@gmail.com,tel:(503) 777-3919
318,http://www.hannahsociety.com,Caitlin.Kniefel@Hannahsociety.com,tel:(503) 905-5200
319,,boardingfbk@gmail.com,tel:(503) 761-2091
320,http://gatewayveterinary.com,gatewayvet@gmail.com,tel:(503) 253-2142
321,,petinfo@cornellcentervet.com,tel:(503) 645-1564
322,http://www.healthypetsnw.com,media@healthypetsnw.com,tel:(971) 222-2686
323,https://www.foreverpetdental.com,,tel:(503) 621-9107
324,,countrysidevet@gmail.com,tel:(360) 887-7814
325,http://wellhavenpethealthch.com,stacey.benson@wellhavenpethealth.com,tel:(503) 828-9818
326,,,tel:(503) 232-3105
327,,,tel:(503) 255-0261
328,,,tel:(360) 687-3141
329,http://www.amaziavet.com,,tel:(360) 892-7524
330,http://ridgefieldequine.com,,tel:(360) 887-8979
331,,countrysidevet@gmail.com,tel:(360) 887-7814
332,,,tel:(360) 834-6640
333,,,tel:(360) 887-1838
334,,,tel:(360) 887-1838
335,,,tel:(360) 834-7853
336,,,tel:(503) 222-1254
337,,,tel:(503) 233-2332
338,,,tel:(503) 710-9769
339,,,tel:(503) 296-6116
340,,,tel:(503) 291-1757
341,,,tel:(503) 477-4757
342,,,tel:(503) 236-1834
343,http://animaldermatologypdx.com,,tel:(503) 297-2225
344,http://www.portland.va.gov,,tel:(503) 220-8262
345,,,tel:(503) 644-3101
346,,,tel:(503) 892-6387
347,,vistapetstaff@gmail.com,tel:(503) 297-2218
348,http://goodneighborvet.com,,tel:(888) 234-1350
349,,,tel:(503) 245-7275
350,,,tel:(503) 292-9227
351,http://healingartsanimalcare.com,healingartsvet@yahoo.com,tel:(971) 703-3303
352,http://www.bestcarevet.com,,tel:(503) 533-2323
353,http://northwestexoticpetvet.com,,tel:(503) 646-6101
354,,,tel:(503) 645-4458
355,,,tel:(503) 645-4458
356,,,tel:(503) 645-4458
357,http://www.vcahospitals.com/rock-creek-or,,tel:(503) 645-4458
358,,,tel:(503) 645-4458
359,,,tel:(503) 645-4458
360,,,tel:(503) 645-4458
361,http://vcahospitals.com,,tel:(503) 645-4458
362,,,tel:(503) 645-4458
363,,,tel:(503) 645-4458
364,http://www.mybravodog.com,,tel:(503) 686-5890
365,http://www.timbervet.com,timberlandanimalclinic@yahoo.com,tel:(503) 832-7995
366,http://www.tigardanimalhospital.com,contactus@tigardanimalhospital.com,tel:(503) 644-3210
367,,mhortondvm@aol.com,tel:(503) 397-4190
368,http://www.murrayhillvethospital.com,team@murrayhillvethospital.com,tel:(503) 208-4952
369,http://www.dogwoodpet.com,info@dogwoodpet.com,tel:(503) 667-9457
370,https://vcahospitals.com/northwest-veterinary-specialists/departments?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,,tel:(503) 902-6273
371,,,tel:(503) 397-1928
372,http://www.banfield.com/veterinarians/or/portland/clm?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,OM0385@banfield.net,tel:(503) 788-2154
373,http://www.banfield.com/veterinarians/or/hillsboro/hil?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,OM1125@banfield.net,tel:(503) 844-2774
374,https://vcahospitals.com/hood-view/first-exam-offer?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,,tel:(503) 925-6416
375,https://www.cascadevrc.com/site/home?y_source=1_MTIzNjUwNDMtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,cvrc@cascadevrc.com,tel:(503) 684-1800
376,https://vcahospitals.com/12-mile/services?utm_source=yext&utm_medium=yext_listing&utm_campaign=yext,AU673@VCA.com,tel:(503) 610-6992
377,http://www.banfield.com/veterinarians/or/tigard/tig?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 620-2995
378,http://www.banfield.com/veterinarians/or/portland/wns?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 520-8980
379,,,tel:(971) 808-9426
380,http://www.hartroadanimalhospital.com,hartroadanimalhospital@comcast.net,tel:(503) 591-5282
381,http://www.banfield.com/veterinarians/or/lake-oswego/lko?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,OM5021@banfield.net,tel:(503) 635-1240
382,http://www.vcahospitals.com,,tel:(503) 342-8886
383,,,tel:(360) 210-7862
384,http://www.vcsspdx.com,info@vcsspdx.com,tel:(503) 908-1492
385,http://advrc.com,,tel:(503) 777-8999
386,,,tel:(503) 465-2045
387,,,tel:(503) 746-5022
388,http://www.banfield.net,,tel:(503) 635-1255
389,http://www.pawsrehab.net,,tel:(503) 640-4007
390,http://pacificveterinaryhospital.com,,tel:(503) 246-3373
391,http://www.alohadogandcat.com,,tel:(503) 649-5611
392,https://animaldermatology.com/location/86953/Animal-Dermatology-Clinic-Portland,,tel:(503) 777-8999
393,,,tel:(503) 684-1800
394,,,tel:(503) 684-1800
395,,,tel:(503) 684-1800
396,,,tel:(503) 684-1800
397,http://www.alexanderequine.com,office@alexanderequine.com,tel:(503) 648-1885
398,http://www.bridgetownvet.com,info@bridgetownvet.com,tel:(503) 489-9535
399,http://www.vcanwvs.com,,tel:(503) 342-7113
400,http://www.compassvet.com,,tel:(503) 850-2444
401,,,tel:(503) 344-6044
402,http://www.allaboutcatsclinic.com,staff@allaboutcatsclinic.com,tel:(503) 648-2800
403,https://frontiervet.com/?y_source=1_NDY1NzI3MTEtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,clientservices@frontiervet.com,tel:(503) 648-1643
404,http://www.banfield.com/veterinarians/or/gresham/gsm?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 465-8267
405,,,tel:(503) 649-6900
406,http://www.sorrentoanimalhospital.com,customerservice.sorrento@gmail.com,tel:(503) 524-5029
407,http://swanimalhospital.net,,tel:(503) 643-2137
408,http://www.banfield.com/veterinarians/or/beaverton/prg?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,tel:(503) 521-0358
409,https://www.facebook.com/communitypethosp/timeline?ref=page_internal,info@communitypethosp.com,tel:(503) 670-9707
410,https://canterburyanimal.com/?y_source=1_MTk4ODYxNTAtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,anncox@gmail.com,tel:(503) 620-1300
411,http://companionpetclinics.com,info@animalwellnessvet.com,tel:(503) 543-6464
412,http://www.companionpetclinics.com/gresham.html,,tel:(503) 489-1703
413,,jbarry7303@hotmail.com,tel:(503) 667-6963
